license_id,tw_product,form,ingredient
衛部藥陸輸字第000862號,Candesartan Cilexetil,（粉）,
衛部藥陸輸字第000863號,Levetiracetam,原料藥粉末,
衛部藥陸輸字第000865號,Acetaminophen,（粉）,
衛部藥陸輸字第000867號,Clarithromycin,原料藥粉末,
衛部藥陸輸字第000868號,Azithromycin,原料藥粉劑,
衛部藥陸輸字第000869號,Rosuvastatin Calcium,原料藥粉劑,
衛部藥陸輸字第000870號,Acetylsalicylic Acid,（粉）,
衛部藥陸輸字第000871號,Prednisolone Sodium Phosphate,（粉）,
衛部藥陸輸字第000872號,Entecavir Monohydrate,原料藥粉末,
衛部藥陸輸字第000875號,Heparin Sodium,原料藥粉劑,
衛部藥陸輸字第000877號,Pyridoxine Hydrochloride,粉劑,
衛部藥陸輸字第000878號,Homatropine Methylbromide,原料藥粉末,
衛部藥陸輸字第000879號,Clindamycin Phosphate,（粉）,
衛部藥陸輸字第000880號,Amoxicillin,（粉）,
衛部藥陸輸字第000881號,Atropine Sulfate,（粉）,
衛部藥陸輸字第000882號,Ursodeoxycholic Acid,（粉）,
衛部藥陸輸字第000883號,Clindamycin Hydrochloride,（粉）,
衛部藥陸輸字第000884號,Amorolfine Hydrochloride,（粉）,
衛部藥陸輸字第000885號,Montelukast Sodium,原料藥粉末,
衛部藥陸輸字第000887號,Taurine,原料藥結晶性粉末,
衛部藥陸輸字第000888號,MEQUITAZINE,原料藥粉末,
衛部藥陸輸字第000889號,Irinotecan Hydrochloride,（粉）,
衛部藥陸輸字第000890號,Glycerol,原料藥溶液劑,
衛部藥陸輸字第000893號,Pregabalin,（粉）,
衛部藥陸輸字第000894號,Calcipotriol Monohydrate,（粉）,
衛部藥陸輸字第000895號,Azithromycin,（粉）,
衛部藥陸輸字第000896號,Ibuprofen Lysinate,（粉）,
衛部藥陸輸字第000897號,Levetiracetam,原料藥粉末,
衛部藥陸輸字第000898號,Quetiapine Fumarate,（粉）,
衛部藥陸輸字第000899號,Prednisolone,（粉）,
衛部藥陸輸字第000900號,Mefenamic Acid,（粉）,
衛部藥陸輸字第000901號,Acemetacin,（粉）,
衛部藥陸輸字第000902號,Levocarnitine,（粉）,
衛部藥陸輸字第000903號,Ceftizoxime Sodium,（粉）,
衛部藥陸輸字第000904號,Ampicillin Sodium and Sulbactam sodium,（粉）,
衛部藥陸輸字第000905號,Levocarnitine,（粉）,
衛部藥陸輸字第000906號,Ceftazidime and Sodium Carbonate,（粉）,
衛部藥陸輸字第000907號,Cefepime HCl and L-Arginine Sterile,（粉）,
衛部藥陸輸字第000908號,Acarbose,原料藥粉末,
衛部藥製字第058649號,Panzolec Lyo-Inj 40mg (Pantoprazole),凍晶注射劑,PANTOPRAZOLE SODIUM SESQUIHYDRATE
衛部藥製字第058650號,"1.49% KCl in 5% Dextrose Injection ""TBC""",注射液劑,GLUCOSE MONOHYDRATE;;POTASSIUM CHLORIDE
衛部藥製字第058753號,Bei-Li-Gu glucosamine powder for oral solution,溶液用粉劑,GLUCOSAMINE SULFATE SODIUM CHLORIDE
衛部藥製字第058754號,Biconin Capsules,膠囊劑,POTASSIUM GUAIACOLSULFONATE;;DEXTROMETHORPHAN HBR;;NOSCAPINE;;DL-METHYLEPHEDRINE HCL;;CARBINOXAMINE MALEATE
衛部藥製字第058755號,Flexer Extended-Release F.C. Tablets 15mg,持續性釋放膜衣錠,CYCLOBENZAPRINE HYDROCHLORIDE
衛部藥製字第058757號,OParotin CR Tablets 25mg,持續性藥效錠,PAROXETINE HYDROCHLORIDE HEMIHYDRATE
衛部藥製字第058758號,HINSUL orabase (Dexamethasone) 1mg/g,口內膏,DEXAMETHASONE
衛部藥製字第058768號,Olsar F.C. Tablets 20mg,膜衣錠,OLMESARTAN MEDOXOMIL
衛部藥製字第058769號,"""Sun You"" ORABASE 1mg/g (Dexamethasone)",口內膏,DEXAMETHASONE
衛部藥製字第058770號,Easydobu Injection 2 mg/mL,注射液劑,DOBUTAMINE HCL
衛部藥製字第058771號,"Rapamycin""C.C.S.B""",粉劑,
衛部藥製字第058774號,"AIPISCRUB Solution 0.5% ""PATRON""",外用液劑,20% CHLORHEXIDINE GLUCONATE SOLUTION;;20% CHLORHEXIDINE GLUCONATE SOLUTION
衛部藥製字第058775號,Preon Tablets,錠劑,PREDNISOLONE
衛部藥製字第058777號,Momenase Aqueous Nasal Spray 50mcg/dose,鼻用噴液劑,MOMETASONE FUROATE MONOHYDRATE MICRONIZED EQ TO MOMETASONE FUROATE ANHYDROUS
衛部藥製字第058778號,Becavir F.C. Tablets 1mg,膜衣錠,ENTECAVIR MONOHYDRATE
衛部藥製字第058779號,Ginza Eye Drops,點眼液劑,Tetryzoline Hydrochloride (eq to Tetrahydrozoline Hydrochloride);;ANTAZOLINE HCL
衛部藥製字第058780號,Mifiry Injection,注射劑,NITROGLYCERIN
衛部藥製字第058781號,Deproate Solution 200mg/mL,內服液劑,SODIUM VALPROATE
衛部藥製字第058782號,Kacopin Powder,粉劑,CALCIUM POLYSTYRENE SULFONATE EQUIVALENT TO CALCIUM
衛部藥製字第058783號,STONA MSC F.C. TABLETS,膜衣錠,PHENYLEPHRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR
衛部藥製字第058784號,"Stalop F.C. Tablets 10mg ""Yu Sheng""",膜衣錠,ESCITALOPRAM OXALATE
衛部藥製字第058785號,"Smark Tablets ""Y.C.""",錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;PHENYLEPHRINE HCL;;CHLORPHENIRAMINE MALEATE
衛部藥製字第058786號,P.L. Estrol Gel 0.06%,外用凝膠劑,ESTRADIOL
衛部藥製字第058787號,"Ripra F.C. Tablets 10mg ""Yu Sheng""",膜衣錠,ARIPIPRAZOLE
衛部藥製字第058790號,SCHINKGO F.C. Tablets,膜衣錠,GINKGO BILOBA EXTRACT
衛部藥製字第058803號,Fubicon Capsules,膠囊劑,CHLORPHENIRAMINE MALEATE;;PHENYLEPHRINE HCL;;Acetaminophen Crystal
衛部藥製字第058806號,ISOPROTERNOL INJECTION,注射液劑,ISOPROTERENOL HCL
衛部藥製字第058806號,ISOPROTERNOL INJECTION,注射液劑,ISOPROTERENOL HCL
衛部藥製字第058807號,Letampin Oral Solution 100mg/ml,內服液劑,LEVETIRACETAM
衛部藥製字第058826號,Pemeda Lyophilized Powder for Injection 500mg,凍晶注射劑,PEMETREXED DISODIUM HEMIPENTAHYDRATE
衛部藥製字第058827號,Pemeda Lyophilized Powder for Injection 100mg,凍晶注射劑,Pemetrexed disodium 2.5 hydrate
衛部藥製字第058828號,Dercomfin Cream ''C.L.'',乳膏劑,NYSTATIN;;GRAMICIDIN;;NEOMYCIN SULFATE;;TRIAMCINOLONE ACETONIDE
衛部藥製字第058829號,Calm-up F.C. Tablets 200mg,膜衣錠,SULPIRIDE
衛部藥製字第058830號,Panacon Cold & Cough Hot Remedy Granules,內服顆粒劑,PHENYLEPHRINE HCL;;ACETAMINOPHEN MICRONIZED;;DEXTROMETHORPHAN HBR;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE
衛部藥製字第058841號,Olmesardin Film Coated Tablets 20mg,膜衣錠,OLMESARTAN MEDOXOMIL
衛部藥製字第058842號,Fupadine Injection 50mg/ml,注射劑,FLUOROURACIL
衛部藥製字第058944號,Griscomb Cream,乳膏劑,NEOMYCIN SULFATE;;TRIAMCINOLONE ACETONIDE;;NYSTATIN;;GRAMICIDIN
衛部藥製字第058945號,Likame cream,乳膏劑,TRIAMCINOLONE ACETONIDE;;ECONAZOLE NITRATE;;TRIAMCINOLONE ACETONIDE;;ECONAZOLE NITRATE
衛部藥製字第058946號,Tirica Capsules 75mg (Pregabalin),膠囊劑,PREGABALIN
衛部藥製字第058947號,Stenac Effervescent Tablets,發泡錠,ACETYLCYSTEINE
衛部藥製字第058958號,Minstop Solution 0.4mg/mL,內服液劑,CYPROHEPTADINE HCL
衛部藥製字第058959號,"Pirexine Ophthalmic Suspension 0.005% ""Patron""",點眼懸液劑,PIRFENOXONE (eq to CATALIN)( eq to PIRENOXINE)
衛部藥製字第058961號,Pako Wellrin Solution,內服液劑,BROMHEXINE HCL;;DOXYLAMINE SUCCINATE;;METAPROTERENOL SULFATE (ORCIPRENALINE SULFATE)
衛部藥製字第058963號,Nephetol 2mcg soft Capsules,軟膠囊劑,PARICALCITOL
衛部藥製字第058964號,"COPA-S Capsules ""SOUNLIN""",膠囊劑,CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL;;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL)
衛部藥製字第058965號,ABIOMAY Tablets 20mg,錠劑,ARIPIPRAZOLE
衛部藥製字第058975號,"Migbose F.C. Tablets 100mg ""Standard"" (Miglitol)",膜衣錠,MIGLITOL
衛部藥製字第058976號,Mititol F.C. Tablets 50mg,膜衣錠,MIGLITOL
衛部藥製字第058977號,Mititol F.C. Tablets 100mg,膜衣錠,MIGLITOL
衛部藥製字第058979號,Andason Lyophilized Powder for Injection,凍晶注射劑,AZACITIDINE
衛部藥製字第058980號,Bicodin Syrup,糖漿劑,METAPROTERENOL SULFATE (ORCIPRENALINE SULFATE);;DOXYLAMINE SUCCINATE;;BROMHEXINE HCL
衛部藥製字第058981號,"Decitabine ""SPT""",（粉）,
衛部藥製字第058984號,"Bye-Zu Tablets 100mg ""T.F.""",錠劑,BENZARONE
衛部藥製字第060524號,Saliwart Solution,外用液劑,SALICYLIC ACID
衛部藥製字第060526號,"IBUPROFEN Tablets 400mg ""Y.C.""",錠劑,IBUPROFEN
衛部藥製字第060527號,Limecort Ophthalmic Ointment,點眼膏劑,NEOMYCIN SULFATE;;TRIAMCINOLONE ACETONIDE
衛部藥製字第060531號,"Encaver F.C. Tablets 0.5mg ""S.C.""",膜衣錠,ENTECAVIR MONOHYDRATE
衛部藥製字第060532號,"Treprostinil Sodium ""Chirogate""",原料藥結晶性粉末,
衛部藥製字第060535號,"Shinny gel 0.1% ""T.F.""",外用凝膠劑,ADAPALENE
衛部藥製字第060536號,Slatone Tablets 50mg,錠劑,SPIRONOLACTONE
衛部藥製字第060537號,"Acyclovir Cream 5% ""ANGEL""",乳膏劑,ACYCLOVIR
衛部藥製字第060557號,"Tafluprost ""Chirogate""",原料藥溶液劑,
衛部藥製字第060558號,Taigexyn Infusion Solution 500mg/250ml(Nemonoxacin),靜脈輸注液,Nemonoxacin Malate Hemihydrate
衛部藥製字第060559號,"Bisbentiamine ""Prince""",（粉）,
衛部藥製字第060560號,Const-K Extended-Release Tablets 750mg,持續性藥效膜衣錠,POTASSIUM CHLORIDE
衛部藥製字第060561號,"""EVEREST"" Huiton F.C. Tablets 2mg",膜衣錠,PITAVASTATIN CALCIUM
衛部藥製字第060563號,Uwarin Tablets 3mg,錠劑,WARFARIN SODIUM
衛部藥製字第060564號,"Nicarpine premixed I.V. injection 0.2mg/mL ""P.L.""",注射液,NICARDIPINE HCL
衛部藥製字第060567號,Dabuxin F.C. Tablets 30mg,膜衣錠,DAPOXETINE HYDROCHLORIDE
衛部藥製字第060568號,Penvir Cream,乳膏劑,PENCICLOVIR
衛部藥製字第060570號,Panacon Acefen Effervescent Granules,發泡顆粒劑,CAFFEINE ANHYDROUS;;ACETAMINOPHEN MICRONIZED
衛部藥製字第060572號,Alsuni Capsules 12.5mg,膠囊劑,SUNITINIB MALATE
衛部藥製字第060573號,"Phytonadione, Sunny",原料藥溶液劑,
衛部藥製字第060574號,Tamlosin prolonged release tablets 0.4mg,持續性藥效膜衣錠,TAMSULOSIN HYDROCHLORIDE
衛部藥製字第060575號,"Pemetrexed Lyophilized Inj. 100mg ""GBC""",凍晶注射劑,PEMETREXED DISODIUM HEMIPENTAHYDRATE
衛部藥製字第060583號,Alsuni capsules 25mg,膠囊劑,SUNITINIB MALATE
衛部藥製字第060584號,Ezole Tablets 5mg,錠劑,ARIPIPRAZOLE
衛部藥製字第060595號,Henformin Tablets 500mg,錠劑,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛部藥製字第060596號,"Pemetrexed Lyophilized Inj. 500mg ""GBC""",凍晶注射劑,PEMETREXED DISODIUM HEMIPENTAHYDRATE
衛部藥製字第060597號,INAMIDE SOFT CAPSULE 40MG,軟膠囊劑,Enzalutamide
衛部藥製字第060598號,Gisowed Gastro-Resistant Tablets 20mg,腸溶膜衣錠,PANTOPRAZOLE SODIUM SESQUIHYDRATE
衛部藥製字第060602號,"Bortezomib ""GBC""",（粉）,
衛部藥製字第060608號,Vinobin Softgel Capsules 30mg,軟膠囊劑,VINORELBINE TARTRATE
衛部藥製字第060609號,Adrenaline,（粉）,
衛部藥製字第060610號,Ezetity Tablets 10mg,錠劑,EZETIMIBE
衛部藥製字第060612號,Cymlutine Capsules 30mg,膠囊劑,DULOXETINE HYDROCHLORIDE
衛部藥製字第060613號,JATEN F.C. Tablets 20mg,膜衣錠,TADALAFIL
衛部藥製字第060617號,"Reset oral Solution 1mg/mL ""Kojar""",內服液劑,DONEPEZIL HYDROCHLORIDE
衛部藥製字第060830號,"Jawell Tablets ""Kojar""",錠劑,MAGNESIUM ALUMINOMETASILICATE;;OXETHAZAINE
衛部藥製字第060831號,Eupropion SR Tablets 150mg,持續性藥效錠,BUPROPION HYDROCHLORIDE
衛部藥製字第060832號,"""SF"" Ethanol 95%",原料藥溶液劑,
衛部藥製字第060834號,Taden F.C. Tablets 20mg,膜衣錠,TADALAFIL
衛部藥製字第060835號,U-Chu Duta Soft Capsules 0.5mg,軟膠囊劑,DUTASTERIDE
衛部藥製字第060836號,Dualpress F.C. Tablets 5mg/20mg,膜衣錠,ATORVASTATIN CALCIUM TRIHYDRATE;;AMLODIPINE BESYLATE
衛部藥製字第060851號,Dufanas Nasal Spray,鼻用懸液劑,FLUTICASONE PROPIONATE MICRONIZED;;AZELASTINE HYDROCHLORIDE
衛部藥製字第060852號,Lactulose FS Solution,內服液劑,LACTULOSE
衛部藥製字第060871號,"""RENABIO"" Acid Concentrate EX-302",透析用液劑,POTASSIUM CHLORIDE;;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;CALCIUM CHLORIDE DIHYDRATE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;DEXTROSE MONOHYDRATE;;SODIUM CHLORIDE
衛部藥製字第060872號,"""RENABIO"" Bicarbonate Concentrate Powder BC-900",透析用粉劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)
衛部藥製字第060875號,"""RENABIO"" Bicarbonate Concentrate Powder BC-500",透析用粉劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE)
衛部藥製字第060876號,Kedifen Eye Drops 0.025%,點眼液劑,Ketotifen Hydrogen Fumarate
衛部藥製字第060877號,"""RENABIO"" Acid Concentrate EX-251",透析用液劑,ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;DEXTROSE MONOHYDRATE;;SODIUM CHLORIDE;;CALCIUM CHLORIDE DIHYDRATE;;POTASSIUM CHLORIDE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O)
衛部藥製字第060878號,"""RENABIO"" Acid Concentrate EX-352",透析用液劑,ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;DEXTROSE MONOHYDRATE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;POTASSIUM CHLORIDE;;SODIUM CHLORIDE;;CALCIUM CHLORIDE DIHYDRATE
衛部藥輸字第026313號,LETERO Film Coating Tablet 2.5mg,膜衣錠,LETROZOLE
衛部藥輸字第026315號,Anoro Ellipta 55/22 mcg inhalation Powder,乾粉吸入劑,Umeclidinium bromide (micronised);;Vilanterol trifenatate (micronised)
衛部藥輸字第026315號,Anoro Ellipta 55/22 mcg inhalation Powder,乾粉吸入劑,Umeclidinium bromide (micronised);;Vilanterol trifenatate (micronised)
衛部藥輸字第026316號,Panadol Emulgel 12 Hours,乳膠劑,DICLOFENAC DIETHYLAMINE
衛部藥輸字第026316號,Panadol Emulgel 12 Hours,乳膠劑,DICLOFENAC DIETHYLAMINE
衛部藥輸字第026330號,Fycompa Film-coated Tablets 8mg,膜衣錠,Perampanel
衛部藥輸字第026334號,Daxotel Injection Concentrate 20mg/ml,注射液劑,DOCETAXEL
衛部藥輸字第026352號,Alfatam Capsule 0.4mg,膠囊劑,TAMSULOSIN HYDROCHLORIDE
衛部藥輸字第026352號,Alfatam Capsule 0.4mg,膠囊劑,TAMSULOSIN HYDROCHLORIDE
衛部藥輸字第026354號,Dacogen Powder for Concentrate for Solution for Infusion,凍晶注射劑,Decitabine
衛部藥輸字第026354號,Dacogen Powder for Concentrate for Solution for Infusion,凍晶注射劑,Decitabine
衛部藥輸字第026360號,JAKAVI 15mg tablet,錠劑,Ruxolitinib phosphate
衛部藥輸字第026360號,JAKAVI 15mg tablet,錠劑,Ruxolitinib phosphate
衛部藥輸字第026361號,JAKAVI 20mg tablet,錠劑,Ruxolitinib phosphate
衛部藥輸字第026361號,JAKAVI 20mg tablet,錠劑,Ruxolitinib phosphate
衛部藥輸字第026362號,Cetirizine Dihydrochloride,（粉）,
衛部藥輸字第026362號,Cetirizine Dihydrochloride,（粉）,
衛部藥輸字第026365號,Betadine Vaginal Douche,外用液劑,POVIDONE-IODINE
衛部藥輸字第026367號,Apo-Rosuvastatin Tablet 20mg,膜衣錠,ROSUVASTATIN CALCIUM
衛部藥輸字第026367號,Apo-Rosuvastatin Tablet 20mg,膜衣錠,ROSUVASTATIN CALCIUM
衛部藥輸字第026368號,Apo-Rosuvastatin Tablet 10mg,膜衣錠,ROSUVASTATIN CALCIUM
衛部藥輸字第026368號,Apo-Rosuvastatin Tablet 10mg,膜衣錠,ROSUVASTATIN CALCIUM
衛部藥輸字第026369號,Telcard 80,錠劑,TELMISARTAN
衛部藥輸字第026371號,Namida Rohto Dry Eye a Ophthalmic Preparation,點眼液劑,Calcium chloride hydrate;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE );;Magnesium sulfate hydrate;;HYPROMELLOSE;;SODIUM CHLORIDE;;POTASSIUM CHLORIDE
衛部藥輸字第026373號,Amitriptyline Hydrochloride,（粉）,
衛部藥輸字第026374號,Chlorhexidine Hydrochloride,（粉）,
衛部藥輸字第026375號,Ipratropium Bromide,（粉）,
衛部藥輸字第026376號,Posanol Tablets 100mg,膜衣錠,"POSACONAZOLE, MICRONIZED"
衛部藥輸字第026376號,Posanol Tablets 100mg,膜衣錠,"POSACONAZOLE, MICRONIZED"
衛部藥輸字第026377號,Carbidopa,（粉）,
衛部藥輸字第026378號,Axcel Lignocaine 2% Gel Sterile,外用凝膠劑,LIDOCAINE HYDROCHLORIDE MONOHYDRATE
衛部藥輸字第026378號,Axcel Lignocaine 2% Gel Sterile,外用凝膠劑,LIDOCAINE HYDROCHLORIDE MONOHYDRATE
衛部藥輸字第026384號,PMS-SILDENAFIL,膜衣錠,SILDENAFIL CITRATE
衛部藥輸字第026386號,Cabagin S Kowa Tablet,錠劑,SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;CALCIUM CARBONATE PRECIPITATE (EQ TO PRECIPITATED CALCIUM CARBONATE);;MAGNESIUM HYDROXIDE;;SWERTIAE HERBA POWDER ( POWDERED SWERTIA HERB);;Methylmethioninesulfonium Chloride;;Atractylodes Lancea Rhizome Extract ;;BIODIASTASE;;SCOPOLIA EXTRACT;;LIPASE AP12
衛部藥輸字第026387號,Caxatin Solution for Intravenous Infusion 10mg/ml,注射液,CARBOPLATIN
衛部藥輸字第026388號,SmofKabiven Emulsion for Infusion 493ml,注射劑,GLUCOSE MONOHYDRATE;;ZINC SULPHATE HEPTAHYDRATE;;L-TYROSINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;SODIUM ACETATE TRIHYDRATE (EQ TO SODIUM ACETATE 3H2O );;L-VALINE;;L-ISOLEUCINE;;L-LYSINE ACETATE;;TAURINE (EQ TO AMINOETHYL SULFONIC ACID );;L-TRYPTOPHAN;;L-METHIONINE;;L-ALANINE;;L-PHENYLALANINE;;L-ARGININE;;CALCIUM CHLORIDE DEHYDRATE;;L-THREONINE;;MAGNESIUM SULPHATE HEPTAHYDRATE ;;POTASSIUM CHLORIDE;;SODIUM GLYCEROPHOSPHATE;;L-LEUCINE;;L-PROLINE;;L-SERINE;;L-HISTIDINE;;TRIGLYCERIDES MEDIUM CHAIN;;SOYBEAN OIL ( EQ TO SOYA BEAN OIL);;OLIVE OIL;;FISH-OIL RICH IN OMEGA-3 ACIDS
衛部藥輸字第026388號,SmofKabiven Emulsion for Infusion 493ml,注射劑,GLUCOSE MONOHYDRATE;;ZINC SULPHATE HEPTAHYDRATE;;L-TYROSINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;SODIUM ACETATE TRIHYDRATE (EQ TO SODIUM ACETATE 3H2O );;L-VALINE;;L-ISOLEUCINE;;L-LYSINE ACETATE;;TAURINE (EQ TO AMINOETHYL SULFONIC ACID );;L-TRYPTOPHAN;;L-METHIONINE;;L-ALANINE;;L-PHENYLALANINE;;L-ARGININE;;CALCIUM CHLORIDE DEHYDRATE;;L-THREONINE;;MAGNESIUM SULPHATE HEPTAHYDRATE ;;POTASSIUM CHLORIDE;;SODIUM GLYCEROPHOSPHATE;;L-LEUCINE;;L-PROLINE;;L-SERINE;;L-HISTIDINE;;TRIGLYCERIDES MEDIUM CHAIN;;SOYBEAN OIL ( EQ TO SOYA BEAN OIL);;OLIVE OIL;;FISH-OIL RICH IN OMEGA-3 ACIDS
衛部藥輸字第026394號,Glimepiride,（粉）,
衛部藥輸字第026402號,Alugel,懸液劑,ALUMINUM PHOSPHATE GEL
衛部藥輸字第026402號,Alugel,懸液劑,ALUMINUM PHOSPHATE GEL
衛部藥輸字第026403號,Benzydamine Hydrochloride,（粉）,
衛部藥輸字第026403號,Benzydamine Hydrochloride,（粉）,
衛部藥輸字第026404號,Levetiracetam,（粉）,
衛部藥輸字第026412號,Adempas film-coated tablets 1.5mg,膜衣錠,Riociguat
衛部藥輸字第026413號,Adempas film-coated tablets 2.0mg,膜衣錠,Riociguat
衛部藥輸字第026414號,Adempas film-coated tablets 2.5mg,膜衣錠,Riociguat
衛部藥輸字第026415號,Lercanidipine Mylan 10mg,膜衣錠,LERCANIDIPINE HYDROCHLORIDE
衛部藥輸字第026416號,"""Siegfried"" Morphine Sulfate",（粉）,
衛部藥輸字第026417號,Betadine Dry Powder Spray,氣化噴霧劑,Povidone lodine
衛部藥輸字第026418號,Terbutaline Sulfate,（粉）,
衛部藥輸字第026419號,FOLOTYN (pralatrexate injection) Solution for intravenous injection,注射劑,Pralatrexate
衛部藥輸字第026419號,FOLOTYN (pralatrexate injection) Solution for intravenous injection,注射劑,Pralatrexate
衛部藥輸字第027385號,"Tadalafil Tablets USP 20mg ""Hetero""",膜衣錠,TADALAFIL
衛部藥輸字第027386號,Atorvastatin Calcium Trihydrate,原料藥粉末,
衛部藥輸字第027387號,Ibupuron Tablet,膜衣錠,IBUPROFEN
衛部藥輸字第027389號,Pentoxifylline,原料藥粉末,
衛部藥輸字第027390號,Gliclazide,原料藥粉末,
衛部藥輸字第027392號,Naproxen,（粉）,
衛部藥輸字第027392號,Naproxen,（粉）,
衛部藥輸字第027393號,MINIRIN Melt 240 μg,凍晶口溶錠,DESMOPRESSIN ACETATE
衛部藥輸字第027393號,MINIRIN Melt 240 μg,凍晶口溶錠,DESMOPRESSIN ACETATE
衛部藥輸字第027394號,Dibucaine Hydrochloride,（粉）,
衛部藥輸字第027395號,Trelegy Ellipta 92/55/22 mcg Inhalation Powder,乾粉吸入劑,Vilanterol trifenatate (micronised);;Umeclidinium bromide (micronised);;Fluticasone furoate (micronised)
衛部藥輸字第027395號,Trelegy Ellipta 92/55/22 mcg Inhalation Powder,乾粉吸入劑,Vilanterol trifenatate (micronised);;Umeclidinium bromide (micronised);;Fluticasone furoate (micronised)
衛部藥輸字第027396號,Ergometrine Maleate,（粉）,
衛部藥輸字第027397號,Oxycodone HCL,（粉）,
衛部藥輸字第027398號,Salicylamide,（粉）,
衛部藥輸字第027399號,Hydroxychloroquine sulfate,原料藥粉末,
衛部藥輸字第027400號,Aceclofenac,（粉）,
衛部藥輸字第027401號,Bisoprolol Fumarate,（粉）,
衛部藥輸字第027402號,DIABETMIN 1000mg Film-Coated Tablet,膜衣錠,METFORMIN HCL (EQ TO METFORMIN HYDROCHLORIDE)
衛部藥輸字第027403號,"Cationorm, ophthalmic emulsion",點眼液劑,MINERAL OIL;;MINERAL OIL LIGHT (EQ TO LIGHT MINERAL OIL)
